OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
3143734,04092018867,Bosphorus Restaurant,329 N Harrison AVE ,,CARY,NC,27513,(919) 460-1300,2022/05/11 04:00:00+00,Restaurant,23885,-78.78374109,35.78994545,M
3143735,04092018865,Mariscos Altamar Mexican Seafood Bar & Grill,6675-105 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 977-3355,2022/05/09 04:00:00+00,Restaurant,23867,-78.6231327,35.87483802,M
3143736,04092018862,12 Ji Hot Pot,4075  Davis DR ,,MORRISVILLE,NC,27560,(919) 987-7836,2022/05/02 04:00:00+00,Restaurant,23887,-78.85811606,35.83562716,M
3143737,04092018868,Benelux Coffee,402 Oberlin RD ,Unit 118,RALEIGH,NC,27605,(919) 900-8294,2022/05/11 04:00:00+00,Restaurant,23893,-78.66234333,35.7897601,M
3143738,04092018861,Feng Cha,3037 Village Market PL ,,MORRISVILLE,NC,27560,(984) 333-0783,2022/05/02 04:00:00+00,Restaurant,23886,-78.81800678,35.80706103,M
3143739,04092018869,Moe's Southwest Grill - West Cary,5020 Arco ST ,,CARY,NC,27519,(919) 230-1720,2022/05/12 04:00:00+00,Restaurant,23896,-78.88191924,35.83347908,M
3143740,04092018870,Marco's Pizza #8188,3625 ROGERS RD ,STE 106,WAKE FOREST,NC,27587,(919) 717-9205,2022/05/13 04:00:00+00,Restaurant,23905,-78.50332286,35.94521036,M
3143741,04092030579,BiscuitYo (WCID #875),1600 OLIVE CHAPEL RD ,,APEX,NC,27502,(919) 457-3883,2022/05/13 04:00:00+00,Mobile Food Units,23906,-78.89057959,35.73814116,T
3143742,04092018871,SUYU SUSHI,301 N SALEM ST ,,APEX,NC,27502,(919) 302-5827,2022/05/16 04:00:00+00,Restaurant,23908,-78.85046886,35.73305629,M
3143743,04092018872,Marco's Pizza #8486,7500 RAMBLE WAY ,Suite 115,RALEIGH,NC,27616,(919) 825-1812,2022/05/16 04:00:00+00,Restaurant,23911,-78.537511,35.87630713,M
3143744,04092018873,Marco's Pizza #8072,1141 FALLS RIVER AVE ,STE 108,RALEIGH,NC,27614,(919) 847-7775,2022/05/16 04:00:00+00,Restaurant,23912,-78.58877443,35.90718863,M
3143745,04092018874,Chick-Fil-A #1218,411 COLONADES WAY,,CARY,NC,27518,,2022/05/20 04:00:00+00,Restaurant,23916,-78.77694087,35.7405797,M
3143746,04092018875,Pho Vietnam,1284 Buck Jones RD ,,RALEIGH,NC,27606,(919) 655-5665,2022/05/23 04:00:00+00,Restaurant,23917,-78.74214569,35.76637247,M
3143747,04092018877,Paleteria Monarca Michocana,3901 Capital  BLVD ,,RALEIGH,NC,27604,(919) 491-1161,2022/05/20 04:00:00+00,Restaurant,23918,-78.58517624,35.83498992,M
3143748,04092018878,Poki Bowl,1898 S Franklin  ST ,Ste-110,WAKE FOREST,NC,27587,(919) 587-1897,2022/05/23 04:00:00+00,Restaurant,23919,-78.50941495,35.95135414,M
3143749,04092018876,Mason's Famous Lobster Rolls,302 COLONADES WAY,210,CARY,NC,27518-1608,,2022/05/23 04:00:00+00,Restaurant,23920,-78.77756306,35.7385362,M
3143750,04092018880,Dunkin #362565,994 HIGH HOUSE RD,,CARY,NC,27513-3575,,2022/05/25 04:00:00+00,Restaurant,23931,-78.82691458,35.788417,M
3143751,04092018882,Hibachi Japan,7216 GB Alford HWY ,,HOLLY SPRINGS,NC,27540,(919) 557-7216,2022/06/02 04:00:00+00,Restaurant,23940,-78.83292783,35.63500069,M
3143752,04092018883,Armando's Pizza,103  N Arendell  AVE ,,ZEBULON,NC,27597,(919) 646-0042,2022/06/02 04:00:00+00,Restaurant,23941,-78.31306375,35.82139737,M
3143753,04092018881,Roots Grill & Bar,962-B Airport BLVD ,,MORRISVILLE,NC,27560,,2022/05/26 04:00:00+00,Restaurant,23932,-78.82129079,35.85832911,M
3143754,04092018885,Bruegger's Bagels #4127,10750 Wakefield Commons DR ,Suite 111,RALEIGH,NC,27614,(919) 453-2700,2022/06/03 04:00:00+00,Restaurant,23943,-78.54123068,35.94195641,M
3143755,04092141862,Jaguar Club Stadium Concessions ,1420 Athens DR ,,RALEIGH,NC,27606,(919) 412-5906,2022/04/07 04:00:00+00,Limited Food Service,23944,-78.71223403,35.76837413,M
3143756,04092018888,Starbucks,4109 WAKE FOREST RD,,RALEIGH,NC,27609,(984) 292-0090,2022/06/07 04:00:00+00,Restaurant,23947,-78.61355617,35.83796985,M
3143757,04092018887,Bazil Indian Cuisine,6602 GLENWOOD AVE,,RALEIGH,NC,27612,,2022/06/07 04:00:00+00,Restaurant,23948,-78.70776115,35.86036202,M
3143758,04092018886,Paragon Theater,21 FENTON MAIN ST,110,CARY,NC,27511,,2022/06/07 04:00:00+00,Restaurant,23957,-78.75859692,35.78083861,M
3143759,04092018889,Brunchology 101,1636 GRADUATION WAY,,RALEIGH,NC,27603,,2022/06/09 04:00:00+00,Restaurant,23958,-78.703875,35.65085574,M
3143760,04092025438,Steve's Place,6320 Capital  BLVD ,,RALEIGH,NC,27616,(919) 872-2222,2022/06/13 04:00:00+00,Food Stand,23962,-78.57847002,35.87073633,M
3143761,04092018890,Cook Out #305,4001 JONES SAUSAGE RD,,GARNER,NC,27529,,2022/06/13 04:00:00+00,Restaurant,23963,-78.57906027,35.72566664,M
3143762,04092018891,Springhill Suites Kitchen,1100 MARCO DR,,APEX,NC,27502,,2022/06/14 04:00:00+00,Restaurant,23964,-78.83908636,35.71725592,M
3143763,04092018892,Bambu,90 CORNERSTONE DR,,CARY,NC,27519,,2022/06/14 04:00:00+00,Restaurant,23965,-78.85232757,35.79108879,M
3143764,04092025440,Crepe Time Catering @ TKA,2161 S WILMINGTON ST ,,RALEIGH,NC,27603,(919) 377-9447,2022/06/15 04:00:00+00,Food Stand,23966,-78.63902655,35.752054,M
3143765,04092018893,Golden Corral,3551 GRENELLE ST ,,RALEIGH,NC,27603,(919) 772-6603,2022/06/09 04:00:00+00,Restaurant,23970,-78.65223275,35.73188077,M
3143766,04092025441,The Butcher's Market Heritage,1898 S Franklin  ST ,,WAKE FOREST,NC,27587,(919) 263-9367,2022/05/20 04:00:00+00,Food Stand,23971,-78.50941495,35.95135414,M
3143767,04092018894,Scooters Grill and Bar,1911 Sego CT ,,RALEIGH,NC,27616-2967,(919) 954-2171,2022/06/22 04:00:00+00,Restaurant,23976,-78.60143378,35.85144385,M
3143768,04092018895,Subway #33002,7106 Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 261-0406,2022/06/23 04:00:00+00,Restaurant,23977,-78.49110797,35.79651289,M
3143769,04092030582,Mr. Burro (WCID #880),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 998-9582,2022/06/23 04:00:00+00,Mobile Food Units,23980,-78.63902655,35.752054,M
3143770,04092030581,Hot Box Pizza (WCID #877),2161 S Wilmington  ST ,,RALEIGH,NC,27603,(919) 886-2200,2022/06/23 04:00:00+00,Mobile Food Units,23981,-78.63902655,35.752054,M
3143771,04092018896,Bussin Pizza,3209 Hillsborough ST ,,RALEIGH,NC,27607,(919) 900-8317,2022/06/24 04:00:00+00,Restaurant,23983,-78.67978839,35.79046192,M
3143772,04092018897,Empanadas & More,2107 Grace Park  DR ,,MORRISVILLE,NC,27560,(919) 377-0137,2022/06/24 04:00:00+00,Restaurant,23984,-78.84652326,35.82111262,M
3143773,04092018898,Kongfu Dumplings,4224 NW Cary PKY ,,CARY,NC,27513,,2022/06/27 04:00:00+00,Restaurant,23988,-78.82751464,35.79057556,M
3143774,04092025439,Main Street Tacos,3400 N Main ST ,,FUQUAY VARINA,NC,27526,(919) 557-0231,2022/06/28 04:00:00+00,Food Stand,23989,-78.72363492,35.62414787,M
3143775,04092018899,The Grind,1305 E WILLIAMS ST,,APEX,NC,27502,,2022/06/29 04:00:00+00,Restaurant,23994,-78.84062903,35.71592776,M
3143776,04092018900,Starbuck's #65867,7860 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(984) 292-1179,2022/07/01 04:00:00+00,Restaurant,24012,-78.69788417,35.66728362,M
3143777,04092030583,Tacos Mi Rachito (WCID #882),9629 Bitter Mellon DR ,,ANGIER,NC,27501,(919) 454-6199,2022/07/01 04:00:00+00,Mobile Food Units,24013,-78.74798674,35.5395483,M
3143778,04092040397,Chicago J Hotdogs #2 (WCID #881),10125 DIVISION DR ,,RALEIGH,NC,27603,(919) 986-1699,2022/07/01 04:00:00+00,Pushcarts,24014,-78.7114342,35.63398295,M
3143779,04092018901,Sushi One,8470 Honeycutt  RD ,Suite 100,RALEIGH,NC,27616,(919) 615-3209,2022/07/05 04:00:00+00,Restaurant,24015,-78.62166097,35.89510574,M
3143780,04092030584,Green Onions Bistro (WCID #846),1600 OLIVE CHAPEL RD ,Ste 728,APEX,NC,27502,(850) 264-3684,2022/07/07 04:00:00+00,Mobile Food Units,24060,-78.89057959,35.73814116,T
3143781,04092018902,Hartura,12239 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 488-4048,2022/07/08 04:00:00+00,Restaurant,24132,-78.54067868,35.97990066,M
3143782,04092025442,Tacos El Patron 323,111 SEABOARD AVE ,122,RALEIGH,NC,27604,(919) 686-1178,2022/07/08 04:00:00+00,Food Stand,24133,-78.64016785,35.78860778,M
3143783,04092030585,Taqueria El Chapin (WCID #878),744 E CHATHAM ST ,"A &amp; B",CARY,NC,27511,(919) 539-0843,2022/07/08 04:00:00+00,Mobile Food Units,24134,-78.76691591,35.79077863,M
3143784,04092018904,Miso Ramen Bar,2409 CRABTREE BLVD,Suite 104,RALEIGH,NC,27604-4547,(919) 307-3032,2022/07/14 04:00:00+00,Restaurant,24208,-78.61383129,35.80541069,M
3143785,04092018903,Hardee's #1205,2304 GORMAN ST,,RALEIGH,NC,27606,(919) 233-8287,2022/07/14 04:00:00+00,Restaurant,24209,-78.69461171,35.76740498,M
3143786,04092018905,Amitie Macaron,227 FAYETTEVILLE ST,Suite 101,RALEIGH,NC,27601,(919) 615-2023,2022/07/14 04:00:00+00,Restaurant,24210,-78.6387239,35.77738855,M
3143787,04092025445,7-11 Convenience Store,4245 LOUISBURG RD,,RALEIGH,NC,27604,(919) 501-3619,2022/07/14 04:00:00+00,Food Stand,24213,-78.57668939,35.84204611,M
3143788,04092018907,Neomonde Mediterranean,3817 Beryl RD ,,RALEIGH,NC,27607-5244,(919) 828-1628,2022/07/14 04:00:00+00,Restaurant,24214,-78.69018874,35.79325102,M
3143789,04092018906,Crosstown Pub,154 E CHATHAM ST,,CARY,NC,27511,,2022/07/14 04:00:00+00,Restaurant,24215,-78.77962888,35.78718319,M
3143790,04092018910,Big Air,6421 HILBURN DR ,,RALEIGH,NC,27613,(919) 999-3200,2022/07/14 04:00:00+00,Restaurant,24216,-78.71681143,35.86750108,M
3143791,04092018909,Guasaca,913 SPRING FOREST RD ,100,RALEIGH,NC,27609-9119,(919) 803-6539,2022/07/14 04:00:00+00,Restaurant,24217,-78.62235999,35.86797392,M
3143792,04092018908,Red Hot & Blue Park West,1000 MARKET CENTER DR ,,MORRISVILLE,NC,27560,(919) 278-7990,2022/07/14 04:00:00+00,Restaurant,24218,-78.81670029,35.80776454,M
3143793,04092018911,Elle Et Moi Cuisine,6109 Rock Quarry RD ,,RALEIGH,NC,27610,(704) 689-2882,2022/07/15 04:00:00+00,Restaurant,24220,-78.5485314,35.72427564,M
3143794,04092018912,Raleigh Brewing,2036 RENAISSANCE PARK PL,,CARY,NC,27513,,2022/07/15 04:00:00+00,Restaurant,24221,-78.77115656,35.82699882,M
3143795,04092030586,Javy's Deleite (WCID #883),2161 S WILMINGTON ST ,,RALEIGH,NC,27603,(919) 291-1030,2022/07/15 04:00:00+00,Mobile Food Units,24222,-78.63902655,35.752054,M
3143796,04092018913,Golden China,2432 SW Cary PKY ,,CARY,NC,27513,(919) 380-7891,2022/07/18 04:00:00+00,Restaurant,24223,-78.82085718,35.76363975,M
3143797,04092018915,El Amigo Mexican Restaurant,404 W Chatham ST ,,CARY,NC,27511,(919) 317-0016,2022/07/22 04:00:00+00,Restaurant,24230,-78.78845716,35.78703957,M
3143798,04092018916,Bojangles #54,3900 NC 55 HWY,,CARY,NC,27519,,2022/07/22 04:00:00+00,Restaurant,24269,-78.87283609,35.81924072,M
3143799,04092030587,Danita's Kitchen (WCID #884),2411 E Millbrook  RD ,,RALEIGH,NC,27604,(919) 637-0809,2022/07/22 04:00:00+00,Mobile Food Units,24270,-78.59474383,35.84867059,M
3143800,04092025447,Crisp Salad,4325 Glenwood AVE ,Suite 2045,RALEIGH,NC,27612,(919) 641-4708,2022/07/25 04:00:00+00,Food Stand,24284,-78.68184484,35.84183815,T
3143801,04092018918,Tropical Smoothie,1051 E BROAD ST,,FUQUAY VARINA,NC,27526-1799,,2022/07/25 04:00:00+00,Restaurant,24288,-78.78150036,35.59449368,M
3143802,04092018917,Wing It On,1061 E BROAD ST,,FUQUAY VARINA,NC,27526,,2022/07/25 04:00:00+00,Restaurant,24289,-78.78155796,35.59287988,M
3143803,04092030588,Fyer Wings And Seafood (WCID #787),1155 Timber  DR E ,,GARNER,NC,27529,(919) 492-0606,2022/07/28 04:00:00+00,Mobile Food Units,24294,-78.57703897,35.68905989,T
3143804,04092018920,Brier Creek Beer Garden,8521 Brier Creek PKY ,STE 101,RALEIGH,NC,27617,(919) 748-3900,2022/07/29 04:00:00+00,Restaurant,24299,-78.78334789,35.90685484,M
3143805,04092018921,Firehouse Subs #178,10251 Little Brier Creek LN ,STE 109,RALEIGH,NC,27617,(919) 806-3900,2022/07/29 04:00:00+00,Restaurant,24302,-78.78517004,35.91133497,M
3143806,04092018919,ACME Pizza Co Morrisville,2101 GRACE PARK DR ,,MORRISVILLE,NC,27560,(919) 650-2902,2022/07/29 04:00:00+00,Restaurant,24303,-78.84652326,35.82111262,M
3143807,00409205003,Sure Promise School Kitchen,4301 PEARL RD ,,RALEIGH,NC,27610,(919) 890-5639,2022/07/29 04:00:00+00,Private School Lunchrooms,24305,-78.56026087,35.72403552,M
3143808,04092160092,Raleigh Oaks Behavioral Health Dining,3200  Waterfield DR ,,GARNER,NC,27529,(919) 504-1333,2022/08/02 04:00:00+00,Institutional Food Service,24308,-78.56102025,35.67811655,M
3143809,04092025449,The Salty Reef,706 Money  CT ,,knightdale,NC,27545,(919) 244-1682,2022/08/02 04:00:00+00,Food Stand,24311,-78.47298386,35.79889193,M
3143810,04092018923,Marco's Pizza #8400,9906 Chapel Hill RD ,,MORRISVILLE,NC,27560,(919) 380-0044,2022/08/05 04:00:00+00,Restaurant,24316,-78.82063472,35.81480892,M
3143811,04092018924,Yindee,10970 Chapel Hill RD ,STE 106,MORRISVILLE,NC,27560,(919) 237-3023,2022/08/05 04:00:00+00,Restaurant,24317,-78.84057157,35.85637651,M
3143812,04092025450,Knightdale High School Baseball Concesions,101 Bryan Chalk LN ,,Knightdale,NC,27545,(984) 234-8298,2022/08/04 04:00:00+00,Food Stand,24313,-78.47478296,35.81024022,M
3143813,04092018925,Mayami,3501 CAPITAL BLVD,132,RALEIGH,NC,27604-3370,,2022/08/05 04:00:00+00,Restaurant,24318,-78.58692952,35.82783582,M
3143814,04092018914,La Victoria,2025 RENAISSANCE PARK PL ,,CARY,NC,27513,(919) 602-4152,2022/07/20 04:00:00+00,Restaurant,24324,-78.77209428,35.82791688,M
3143815,04092018926,Brew Coffee Bar- McNeill Pointe,2310 BALE ST ,Suite 106,RALEIGH,NC,27608,(919) 455-1719,2022/08/08 04:00:00+00,Restaurant,24325,-78.62748278,35.81292611,M
3143816,04092018927,Brew Coffee Bar- Cary Theater,122 E CHATHAM ST ,SUITE 112,CARY,NC,27511,(919) 377-1472,2022/08/08 04:00:00+00,Restaurant,24326,-78.78039811,35.7871115,M
3143817,04092025451,Masa,5959 Triangle Town BLVD ,,RALEIGH,NC,27616,(919) 457-8935,2022/08/09 04:00:00+00,Food Stand,24327,-78.57603863,35.86599856,M
3143818,04092141865,Apex Friendship High School Concessions,7801 Humie Olive RD ,,APEX,NC,27502,(919) 694-0500,2022/08/09 04:00:00+00,Limited Food Service,24330,-78.91098202,35.70021278,M
3143819,04092030589,Mad Pita  (WCID #886),2648 Timber DR ,2648 Timber Dr. Garner NC 27529 ,GARNER,NC,27529,(919) 758-2102,2022/08/12 04:00:00+00,Mobile Food Units,24336,-78.63679241,35.71604965,M
3143820,04092018928,Firehouse Subs #122,260 Grande Heights DR ,,CARY,NC,27513,(919) 468-1822,2022/08/15 04:00:00+00,Restaurant,24337,-78.78057473,35.80470311,M
3143821,04092300295,Compare Foods Meat Market,320 N Arendell AVE ,,ZEBULON,NC,27597,(919) 269-9481,2022/08/01 04:00:00+00,Meat Market,24338,-78.31372425,35.82428517,M
3143822,04092025452,Compare Foods Produce Market,320 N Arendell  AVE ,,ZEBULON,NC,27597,(919) 269-9481,2022/08/01 04:00:00+00,Food Stand,24339,-78.31372425,35.82428517,M
3143823,04092018929,K & W Cafeteria,3620 BASTION LN ,,RALEIGH,NC,27604,(919) 231-9242,2022/08/15 04:00:00+00,Restaurant,24340,-78.58241694,35.79755332,M
3143824,04092018930,Lilly's Pizza,1813 GLENWOOD AVE ,,RALEIGH,NC,27608-2323,(919) 833-0226,2022/08/16 04:00:00+00,Restaurant,24343,-78.64652735,35.80484826,M
3143825,04092018931,Chaat Mandi,1125 Hatches Pond LN ,,MORRISVILLE,NC,27560,(919) 535-3020,2022/08/23 04:00:00+00,Restaurant,24351,0,0,U
3143826,04092050034,Cardinal Charter School Cafeteria,6057 Taylor  RD ,,WENDELL,NC,27591,(984) 849-0922,2022/08/12 04:00:00+00,Private School Lunchrooms,24356,-78.42929683,35.77693574,M
3143827,04092018935,Global Village Organic Coffee,2428 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(908) 892-5817,2022/08/25 04:00:00+00,Restaurant,24360,-78.66770199,35.78790613,M
3143828,04092110547,Fuller Elementary Cafeteria,806 Calloway RD ,,RALEIGH,NC,27610,,2022/08/04 04:00:00+00,Public School Lunchrooms,24355,-78.62554905,35.75352119,M
3143829,04092030591,The Golden Empanada (WCID #885)                            ,2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 264-0073,2022/08/19 04:00:00+00,Mobile Food Units,24362,-78.63902655,35.752054,M
3143830,04092040398,Wicked Links Sausage Company (WCID #888),3200-117 Gresham Lake RD ,,RALEIGH,NC,27615,(919) 271-9141,2022/08/25 04:00:00+00,Pushcarts,24361,-78.5825652,35.88472026,M
3143831,04092030592,Tombachi Restaurants (WCID #889)                    ,2161 S Wilmington  ST ,,RALEIGH,NC,27603,(704) 654-8119,2022/08/25 04:00:00+00,Mobile Food Units,24364,-78.63902655,35.752054,M
3143832,04092018936,Bowlba Cafe,3607 Falls River  AVE ,Ste 117,RALEIGH,NC,27614,(305) 781-9828,2022/08/29 04:00:00+00,Restaurant,24368,-78.56497256,35.92958969,M
3143833,04092030590,Mr. Guac's Tacos (WCID #887)                ,8320-108 Litchford  RD ,,RALEIGH,NC,27615,(919) 935-6436,2022/08/18 04:00:00+00,Mobile Food Units,24363,-78.6010328,35.89310541,M
3143834,04092018938,East Coast Wings and Grill,12646 Capital  BLVD ,Unit 168,WAKE FOREST,NC,27587,(757) 275-3240,2022/09/01 04:00:00+00,Restaurant,24372,-78.53001212,35.98759277,M
3143835,04092025457,PICO DE GALLO,102 W Fourth ST ,,WENDELL,NC,27591,(919) 626-0009,2022/08/26 04:00:00+00,Food Stand,24375,-78.37127857,35.7830332,M
3143836,04092018932,Raleigh Cheesy,3075 Medlin DR ,,RALEIGH,NC,27607,(984) 242-0365,2022/06/24 04:00:00+00,Restaurant,24376,-78.67723026,35.80950655,M
3143837,04092025454,Reef Kitchen Food Hall @ RDU,2400 John Brantley Blvd. ,,MORRISVILLE,NC,27560,,2022/06/23 04:00:00+00,Food Stand,24378,-78.78941432,35.8696795,M
3143838,04092025453,Starbucks in Target,4191 The Circle at North Hills ,,RALEIGH,NC,27609,(919) 781-9848,2022/06/23 04:00:00+00,Food Stand,24377,-78.64254275,35.83566195,M
3143839,04092018933,Fat Tuesday ,5821 Poyner Village Pkwy ,,RALEIGH,NC,27616,(919) 594-1884,2022/07/28 04:00:00+00,Restaurant,24379,-78.5711925,35.86392463,M
3143840,04092025455,Hubb Kitchen #2,1214 E Lenoir ST ,,RALEIGH,NC,27610,(919) 283-6387,2022/08/09 04:00:00+00,Food Stand,24380,-78.62079677,35.77206517,M
3143841,04092018934,Elements Cafe @ Jordan Hall (NCSU),2800 Faucette DR ,,RALEIGH,NC,27607,(919) 515-7205,2022/08/15 04:00:00+00,Restaurant,24381,-78.67872571,35.78448231,M
3143842,04092018939,Happy & Hale,8711 Six Forks RD ,,RALEIGH,NC,27615,(984) 232-0038,2022/08/29 04:00:00+00,Restaurant,24389,-78.65461142,35.89932701,M
3143843,04092018942,M Sushi/M Test Kitchen,4 Fenton Main St ,,CARY,NC,27511,(919) 377-2204,2022/09/05 04:00:00+00,Restaurant,24391,-78.75859692,35.78083861,M
3143844,04092018943,COLLETTA,1 FENTON MAIN ST,,CARY,NC,27511,(919) 766-0062,2022/09/18 04:00:00+00,Restaurant,24392,-78.75859692,35.78083861,M
3143845,04092018945,Superica,25 Fenton Main ST ,Ste 110,CARY,NC,27511,(919) 443-0746,2022/09/18 04:00:00+00,Restaurant,24393,-78.75859692,35.78083861,M
3143846,04092018946,Cru Food and Wine,9 FENTON MAIN ST,,CARY,NC,27511,,2022/08/18 04:00:00+00,Restaurant,24394,-78.75859692,35.78083861,M
3143847,04092018941,Chick-Fil-A #1359,1460 N Main St,,FUQUAY-VARINA,NC,27526,,2022/08/05 04:00:00+00,Restaurant,24390,-78.76924504,35.59378425,M
3143848,04092019320,Lovegrass Kitchen,300 S Main ST ,Ste 108,HOLLY SPRINGS,NC,27540,(919) 205-8426,2022/07/26 04:00:00+00,Restaurant,24395,-78.83426126,35.64817358,M
3143849,04092141866,Willow Spring H.S. Outdoor Home Concessions,1704 Old Honeycutt Rd,,FUQUAY-VARINA,NC,27526,(919) 694-8030,2022/08/08 04:00:00+00,Limited Food Service,24399,-78.73713901,35.57529808,M
3143850,04092141867,Willow Spring H.S. Outdoor Visitor Concessions,1704 Old Honeycutt Rd,,FUQUAY-VARINA,NC,27526,(919) 694-8030,2022/08/08 04:00:00+00,Limited Food Service,24400,-78.73713901,35.57529808,M
3143851,04092141868,Willow Spring H.S. Indoor Concessions,1704 Old Honeycutt Rd,,FUQUAY-VARINA,NC,27526,(919) 694-8030,2022/08/08 04:00:00+00,Limited Food Service,24401,-78.73713901,35.57529808,M
3143852,04092018953,Strike & Barrel,413 Brooks  ST ,,WAKE FOREST,NC,27587,(919) 488-4651,2022/09/07 04:00:00+00,Restaurant,24403,-78.50875816,35.97418866,M
3143853,04092018952,Wendy's 13660 (Wendell Falls),2297 Wendell Falls PKY ,,RALEIGH,NC,27591,(919) 374-7214,2022/09/09 04:00:00+00,Restaurant,24398,-78.43557666,35.7798211,M
3143854,04092018954,Sushi Little Tokyo Restaurant,1401 SE Maynard RD ,Ste J,CARY,NC,27511,(919) 651-0077,2022/09/13 04:00:00+00,Restaurant,24405,-78.7642317,35.78997989,M
3143855,04092018944,FF Chicken,8531 Brier Creek PKY ,Suite 109,RALEIGH,NC,27617,(984) 244-7127,2022/09/09 04:00:00+00,Restaurant,24406,-78.78334789,35.90685484,M
3143856,04092018958,Hibachi China 88,239 Timber  DR ,,GARNER,NC,27529,(984) 202-5880,2022/09/14 04:00:00+00,Restaurant,24410,-78.60613102,35.68500723,M
3143857,04092025459,Little Caesars Pizza #2002-12,4610 Capital  BLVD ,,RALEIGH,NC,27604,(919) 877-8600,2022/09/15 04:00:00+00,Food Stand,24411,-78.57926249,35.84833828,M
3143858,04092018959,Mi Cancun #3,1400 Boulderstone WAY ,,CARY,NC,27519,(984) 333-0069,2022/09/19 04:00:00+00,Restaurant,24423,-78.84803797,35.79230683,M
3143859,04092025456,Phillips Humble Catering @ Hubb Kitchen #1,1129 Corporation PKY ,Suite 199,RALEIGH,NC,27610,(919) 737-5388,2022/08/19 04:00:00+00,Food Stand,24425,-78.56954783,35.79505367,M
3143860,04092018955,Tru by Hilton Raleigh/Garner (Food Service),565 US 70  HWY E ,,GARNER,NC,27529,(919) 329-6090,2022/08/30 04:00:00+00,Restaurant,24427,-78.59024724,35.70009088,M
3143861,04092018956,The BBQ Lab North Hills,4120 Main at North Hills ,Suite 135,RALEIGH,NC,27609,(919) 900-8426,2022/09/13 04:00:00+00,Restaurant,24428,-78.64386319,35.83627444,M
3143862,04092018960,Himalayan Grill and Bar,1207 Kildaire Farm RD ,Ste J,CARY,NC,27511-7704,(919) 377-0117,2022/09/21 04:00:00+00,Restaurant,24430,-78.78219496,35.76380548,M
3143863,04092040399,Supa Dawgz   (WCID #899),1155 Timber DR E ,,GARNER,NC,27529,(919) 798-2262,2022/09/23 04:00:00+00,Pushcarts,24446,-78.57703897,35.68905989,T
3143864,04092160093,Spring Arbor of Cary Food Service,1705 Kildaire Farm RD ,,CARY,NC,27511,(919) 388-9635,2022/09/26 04:00:00+00,Institutional Food Service,24449,-78.78033541,35.74536609,M
3143865,04092018951,Eggs Up Grill Garner,2686 Timber Dr,,GARNER,NC,27529,,2022/09/06 04:00:00+00,Restaurant,24478,-78.63679241,35.71604965,M
3143866,04092018940,Sheetz #365,1655 N Main St,,FUQUAY-VARINA,NC,27526,,2022/08/31 04:00:00+00,Restaurant,24479,-78.76014426,35.59694528,M
3143867,04092018950,The Gyro Spot,1005 E Broad St,,FUQUAY-VARINA,NC,27526,,2022/09/06 04:00:00+00,Restaurant,24480,-78.78267467,35.59365948,M
3143868,04092018949,Dirty V,1001 Davis Dr,,APEX,NC,27523,,2022/09/08 04:00:00+00,Restaurant,24481,-78.84889231,35.7538731,M
3143869,04092018961,The Perk Cafe,3025 CARRINGTON MILL BLVD ,,MORRISVILLE,NC,27560,(919) 418-2149,2022/09/28 04:00:00+00,Restaurant,24489,-78.83271746,35.86502555,M
3143870,04092025460,Community Commissary Garner,160 SOMMERVILLE PARK RD ,,RALEIGH,NC,27603,(919) 594-4767,2022/09/28 04:00:00+00,Food Stand,24490,-78.65006053,35.6942079,M
3143871,04092030594,Wild Mojo (WCID #900) ,2411 E Millbrook  RD ,Unit 106,RALEIGH,NC,27604,(610) 662-9639,2022/09/29 04:00:00+00,Mobile Food Units,24513,-78.59474383,35.84867059,M
3143872,04092030595,Naked Empanadas (WCID #892) ,203 Capcom AVE ,,WAKE FOREST ,NC,27587,(919) 559-9019,2022/09/29 04:00:00+00,Mobile Food Units,24515,-78.52653445,35.9492262,M
3143873,04092141869,North Raleigh Christian Academy Outdoor Concession,7300  Perry Creek RD ,,RALEIGH,NC,27616,(919) 630-7106,2022/10/03 04:00:00+00,Limited Food Service,24589,-78.54259351,35.88061452,M
3143874,04092030596,Finca Burger (WCID #901),903 N Smithfield RD ,,KNIGHTDALE,NC,27545,(919) 539-6780,2022/10/07 04:00:00+00,Mobile Food Units,24604,-78.48796476,35.79576936,M
3143875,04092018963,Which Wich #770,2808 Rogers RD ,Suite 100,WAKE FOREST,NC,27587,(919) 761-5172,2022/10/11 04:00:00+00,Restaurant,24611,-78.52660201,35.95272802,M
3143876,04092018964,Good Day Good Night,603 W MORGAN ST ,,RALEIGH,NC,27603-1829,(984) 275-2220,2022/10/10 04:00:00+00,Restaurant,24617,-78.64794775,35.77972893,M
3143877,04092025462,Miss Chang An,311 Ashville AVE ,STE J,CARY,NC,27518,(919) 890-5011,2022/10/13 04:00:00+00,Food Stand,24626,-78.78493778,35.73790672,M
